Date,Open,High,Low,Close,Adj Close,Volume
2020-03-24,3.950000,4.210000,3.890000,4.160000,4.160000,6805600
2020-03-25,4.150000,4.490000,4.040000,4.170000,4.170000,3592100
2020-03-26,4.240000,4.710000,4.240000,4.410000,4.410000,6185700
2020-03-27,4.940000,5.090000,4.150000,4.220000,4.220000,7024800
2020-03-30,4.220000,4.270000,3.650000,3.650000,3.650000,3350600
2020-03-31,3.630000,3.800000,3.500000,3.500000,3.500000,2300900
2020-04-01,3.450000,3.490000,3.120000,3.250000,3.250000,4568700
2020-04-02,3.260000,3.350000,2.850000,2.850000,2.850000,4064300
2020-04-03,2.850000,2.940000,2.570000,2.800000,2.800000,3830400
2020-04-06,2.860000,3.200000,2.830000,3.090000,3.090000,3340500
2020-04-07,3.390000,3.440000,3.100000,3.270000,3.270000,2836900
2020-04-08,3.230000,3.670000,3.200000,3.410000,3.410000,2884500
2020-04-09,3.600000,4.250000,3.490000,3.890000,3.890000,5908600
2020-04-13,4.250000,4.760000,4.160000,4.740000,4.740000,6844500
2020-04-14,5.210000,6.470000,5.140000,5.950000,5.950000,13506600
2020-04-15,5.660000,5.670000,4.900000,5.270000,5.270000,7499900
2020-04-16,5.120000,5.440000,4.880000,5.030000,5.030000,3371900
2020-04-17,5.220000,5.280000,4.430000,4.880000,4.880000,5653200
2020-04-20,4.850000,5.900000,4.780000,5.610000,5.610000,6085000
2020-04-21,5.230000,5.300000,4.760000,4.780000,4.780000,4142100
2020-04-22,5.140000,5.170000,4.830000,4.890000,4.890000,2677800
2020-04-23,4.750000,4.890000,4.580000,4.700000,4.700000,2265900
2020-04-24,4.780000,4.850000,4.660000,4.770000,4.770000,2236200
2020-04-27,4.850000,5.990000,4.810000,5.820000,5.820000,7275100
2020-04-28,5.920000,6.040000,5.060000,5.640000,5.640000,5200200
2020-04-29,5.830000,6.090000,5.450000,6.040000,6.040000,3369600
2020-04-30,5.870000,5.980000,5.640000,5.730000,5.730000,2173300
2020-05-01,5.650000,6.180000,5.450000,6.050000,6.050000,4005600
2020-05-04,5.840000,5.930000,5.400000,5.480000,5.480000,4068100
2020-05-05,5.550000,5.630000,5.350000,5.390000,5.390000,2105900
2020-05-06,5.400000,5.400000,4.900000,4.930000,4.930000,3369600
2020-05-07,4.830000,4.930000,4.650000,4.870000,4.870000,2500800
2020-05-08,4.880000,5.190000,4.820000,4.980000,4.980000,2352600
2020-05-11,4.920000,4.960000,4.750000,4.760000,4.760000,1699200
2020-05-12,4.780000,4.920000,4.460000,4.540000,4.540000,2639200
2020-05-13,4.540000,4.540000,4.070000,4.210000,4.210000,2882900
2020-05-14,4.150000,4.190000,3.960000,4.130000,4.130000,2004900
2020-05-15,4.050000,4.450000,4.040000,4.220000,4.220000,1940600
2020-05-18,4.400000,4.630000,4.360000,4.580000,4.580000,2364200
2020-05-19,4.580000,4.750000,4.370000,4.440000,4.440000,1840700
2020-05-20,4.500000,4.690000,4.340000,4.430000,4.430000,2543600
2020-05-21,4.450000,4.650000,4.400000,4.440000,4.440000,1971900
2020-05-22,4.460000,4.490000,4.130000,4.180000,4.180000,2379900
2020-05-26,4.340000,4.610000,4.330000,4.420000,4.420000,3545700
2020-05-27,4.570000,4.710000,4.360000,4.690000,4.690000,3146600
2020-05-28,4.750000,4.760000,4.300000,4.330000,4.330000,2183900
2020-05-29,4.330000,4.420000,4.050000,4.060000,4.060000,3961700
2020-06-01,4.120000,4.360000,4.020000,4.130000,4.130000,2611600
2020-06-02,4.270000,4.310000,4.060000,4.180000,4.180000,2369400
2020-06-03,4.240000,4.520000,4.200000,4.440000,4.440000,3037400
2020-06-04,4.440000,4.720000,4.370000,4.470000,4.470000,3514300
2020-06-05,4.290000,4.410000,4.090000,4.140000,4.140000,6274400
2020-06-08,4.280000,5.140000,4.270000,5.010000,5.010000,10133700
2020-06-09,5.000000,5.000000,4.550000,4.960000,4.960000,8073400
2020-06-10,4.780000,5.530000,4.680000,5.070000,5.070000,10606400
2020-06-11,4.640000,4.900000,4.180000,4.370000,4.370000,6236000
2020-06-12,4.600000,4.780000,4.390000,4.720000,4.720000,4378200
2020-06-15,4.500000,4.770000,4.420000,4.690000,4.690000,3909000
2020-06-16,4.950000,4.950000,4.510000,4.640000,4.640000,3121300
2020-06-17,4.540000,4.830000,4.530000,4.760000,4.760000,3593500
2020-06-18,4.670000,4.950000,4.650000,4.950000,4.950000,3423800
2020-06-19,4.950000,5.080000,4.690000,4.880000,4.880000,7366600
2020-06-22,4.790000,4.950000,4.720000,4.870000,4.870000,3178900
2020-06-23,4.950000,4.990000,4.800000,4.830000,4.830000,3205400
2020-06-24,4.830000,4.840000,4.380000,4.410000,4.410000,2976200
2020-06-25,4.330000,4.540000,4.300000,4.460000,4.460000,2450800
2020-06-26,4.480000,4.500000,4.270000,4.350000,4.350000,3801200
2020-06-29,4.350000,4.520000,4.300000,4.380000,4.380000,2131200
2020-06-30,4.330000,4.510000,4.200000,4.340000,4.340000,3889000
2020-07-01,4.310000,4.500000,4.310000,4.440000,4.440000,2303700
2020-07-02,4.490000,4.510000,4.290000,4.290000,4.290000,1887600
2020-07-06,4.310000,4.340000,4.190000,4.240000,4.240000,2140900
2020-07-07,4.200000,4.250000,4.060000,4.090000,4.090000,2456600
2020-07-08,4.100000,4.290000,4.030000,4.260000,4.260000,2052800
2020-07-09,4.270000,4.320000,4.130000,4.210000,4.210000,1992600
2020-07-10,4.200000,4.380000,4.180000,4.340000,4.340000,1410800
2020-07-13,4.350000,4.550000,4.260000,4.260000,4.260000,4216200
2020-07-14,4.220000,4.310000,4.070000,4.080000,4.080000,2261600
2020-07-15,4.130000,4.290000,4.130000,4.190000,4.190000,1474100
2020-07-16,4.190000,4.200000,4.090000,4.170000,4.170000,1330100
2020-07-17,4.160000,4.230000,3.940000,3.960000,3.960000,3065900
2020-07-20,3.950000,4.060000,3.770000,3.850000,3.850000,3401100
2020-07-21,3.900000,4.090000,3.880000,4.010000,4.010000,3337900
2020-07-22,4.020000,4.120000,3.920000,4.110000,4.110000,2523500
2020-07-23,4.090000,4.310000,4.060000,4.110000,4.110000,3237200
2020-07-24,4.060000,4.230000,4.010000,4.030000,4.030000,2215900
2020-07-27,4.020000,4.120000,3.950000,4.010000,4.010000,2472700
2020-07-28,3.960000,4.050000,3.920000,3.940000,3.940000,4555400
2020-07-29,3.940000,4.180000,3.920000,4.060000,4.060000,2879600
2020-07-30,4.000000,4.230000,3.970000,4.100000,4.100000,2398500
2020-07-31,4.060000,4.160000,3.990000,4.010000,4.010000,1879400
2020-08-03,4.030000,4.250000,4.000000,4.150000,4.150000,2517600
2020-08-04,4.130000,4.740000,4.130000,4.430000,4.430000,10361400
2020-08-05,4.500000,4.760000,4.250000,4.630000,4.630000,4919300
2020-08-06,4.600000,4.660000,4.380000,4.430000,4.430000,1901200
2020-08-07,4.390000,4.400000,4.060000,4.160000,4.160000,3341100
2020-08-10,4.200000,4.570000,4.180000,4.330000,4.330000,4561800
2020-08-11,4.430000,4.570000,4.340000,4.350000,4.350000,3138800
2020-08-12,4.400000,4.630000,4.360000,4.520000,4.520000,3057600
2020-08-13,4.520000,4.710000,4.500000,4.640000,4.640000,2128300
2020-08-14,4.600000,4.830000,4.550000,4.750000,4.750000,3474400
2020-08-17,4.780000,4.780000,4.560000,4.630000,4.630000,2371000
2020-08-18,4.610000,4.870000,4.430000,4.810000,4.810000,3834400
2020-08-19,4.800000,4.840000,4.640000,4.720000,4.720000,2612600
2020-08-20,4.620000,4.680000,4.510000,4.610000,4.610000,2441200
2020-08-21,4.600000,5.600000,4.600000,5.030000,5.030000,10642600
2020-08-24,5.100000,5.130000,4.560000,4.870000,4.870000,4585400
2020-08-25,4.880000,5.250000,4.880000,4.980000,4.980000,2998700
2020-08-26,4.970000,5.220000,4.920000,5.110000,5.110000,2779700
2020-08-27,5.110000,5.380000,5.020000,5.250000,5.250000,3384400
2020-08-28,5.300000,5.570000,5.220000,5.390000,5.390000,4236900
2020-08-31,5.770000,7.150000,5.690000,6.680000,6.680000,37976000
2020-09-01,7.300000,7.820000,6.770000,7.650000,7.650000,23158600
2020-09-02,7.800000,8.050000,7.110000,7.710000,7.710000,13011100
2020-09-03,7.880000,8.450000,7.240000,7.820000,7.820000,14344500
2020-09-04,7.780000,7.920000,7.170000,7.650000,7.650000,7662000
2020-09-08,7.550000,8.280000,7.480000,7.700000,7.700000,9816600
2020-09-09,7.960000,7.990000,7.310000,7.350000,7.350000,9068100
2020-09-10,6.650000,6.950000,6.190000,6.230000,6.230000,15558300
2020-09-11,6.260000,6.330000,5.870000,6.090000,6.090000,6061200
2020-09-14,6.800000,7.000000,6.430000,6.910000,6.910000,10119000
2020-09-15,6.860000,7.260000,6.690000,7.090000,7.090000,5743500
2020-09-16,7.030000,9.040000,7.030000,8.680000,8.680000,19256300
2020-09-17,8.570000,9.770000,8.410000,9.200000,9.200000,17026700
2020-09-18,9.200000,9.770000,8.910000,9.470000,9.470000,17407500
2020-09-21,9.350000,9.600000,8.380000,8.750000,8.750000,7639800
2020-09-22,10.450000,11.170000,9.900000,10.560000,10.560000,34752500
2020-09-23,10.600000,10.860000,9.920000,10.040000,10.040000,10651200
2020-09-24,9.710000,9.810000,9.010000,9.140000,9.140000,7938800
2020-09-25,9.190000,10.180000,9.100000,10.020000,10.020000,7515200
2020-09-28,10.160000,10.260000,9.550000,10.090000,10.090000,6764300
2020-09-29,10.000000,10.650000,9.930000,10.350000,10.350000,5237600
2020-09-30,10.250000,10.760000,10.060000,10.200000,10.200000,6079000
2020-10-01,10.090000,10.250000,9.690000,9.770000,9.770000,4554100
2020-10-02,9.380000,9.780000,9.300000,9.390000,9.390000,4340500
2020-10-05,9.440000,9.590000,9.250000,9.460000,9.460000,2805000
2020-10-06,9.560000,9.840000,9.100000,9.130000,9.130000,4535400
2020-10-07,9.230000,9.560000,9.170000,9.360000,9.360000,3308600
2020-10-08,9.540000,13.640000,9.190000,13.490000,13.490000,76453600
2020-10-09,12.830000,14.800000,11.900000,12.020000,12.020000,77152800
2020-10-12,11.660000,12.770000,11.400000,11.800000,11.800000,23655700
2020-10-13,11.730000,12.420000,11.650000,11.880000,11.880000,10179700
2020-10-14,12.670000,12.680000,12.050000,12.250000,12.250000,10761400
2020-10-15,11.990000,15.100000,11.990000,13.830000,13.830000,39894800
2020-10-16,13.770000,13.900000,13.080000,13.310000,13.310000,11651600
2020-10-19,13.440000,14.500000,13.380000,13.910000,13.910000,13169100
2020-10-20,14.030000,14.140000,13.670000,13.860000,13.860000,6604000
2020-10-21,13.900000,14.420000,13.800000,14.100000,14.100000,5361900
2020-10-22,14.200000,15.870000,14.190000,14.910000,14.910000,16212200
2020-10-23,15.050000,15.380000,14.550000,15.000000,15.000000,6507300
2020-10-26,14.930000,15.450000,13.260000,13.450000,13.450000,13376300
2020-10-27,13.710000,13.710000,12.360000,12.690000,12.690000,7231000
2020-10-28,12.270000,13.050000,11.780000,11.820000,11.820000,6388600
2020-10-29,11.880000,12.250000,11.680000,11.730000,11.730000,4165800
2020-10-30,11.640000,11.640000,10.360000,10.470000,10.470000,11546900
2020-11-02,10.820000,11.090000,10.500000,10.750000,10.750000,5227000
2020-11-03,10.750000,11.860000,10.630000,11.570000,11.570000,7454500
2020-11-04,11.760000,11.770000,10.610000,10.910000,10.910000,5807900
2020-11-05,11.270000,11.840000,11.060000,11.450000,11.450000,4705200
2020-11-06,11.520000,12.170000,11.320000,11.860000,11.860000,5518200
2020-11-09,12.760000,12.930000,11.250000,11.490000,11.490000,6244900
2020-11-10,11.500000,11.660000,10.830000,11.100000,11.100000,3826000
2020-11-11,11.500000,11.950000,11.210000,11.750000,11.750000,4882600
2020-11-12,11.740000,11.870000,10.970000,11.130000,11.130000,4353300
2020-11-13,11.360000,11.550000,11.000000,11.010000,11.010000,3535900
2020-11-16,11.160000,12.660000,10.720000,12.060000,12.060000,9774800
2020-11-17,11.650000,11.920000,11.230000,11.630000,11.630000,6678200
2020-11-18,11.800000,12.040000,11.560000,11.570000,11.570000,3169200
2020-11-19,11.600000,12.790000,11.450000,12.460000,12.460000,11787600
2020-11-20,12.550000,13.460000,12.540000,12.710000,12.710000,8395400
2020-11-23,12.900000,14.120000,12.670000,13.900000,13.900000,9599100
2020-11-24,14.230000,14.260000,13.300000,13.670000,13.670000,7183200
2020-11-25,13.600000,15.250000,13.420000,14.750000,14.750000,8860100
2020-11-27,15.290000,16.740000,14.880000,16.080000,16.080000,12504200
2020-11-30,18.170000,19.420000,16.559999,16.559999,16.559999,31983500
2020-12-01,17.110001,17.400000,15.760000,15.800000,15.800000,12653900
2020-12-02,15.700000,16.680000,15.380000,16.580000,16.580000,7883400
2020-12-03,16.480000,16.639999,15.870000,16.120001,16.120001,6295000
2020-12-04,16.299999,17.290001,16.260000,16.900000,16.900000,8972700
2020-12-07,17.000000,17.500000,16.219999,16.350000,16.350000,7386300
2020-12-08,16.370001,17.209999,15.930000,16.940001,16.940001,16120200
2020-12-09,13.920000,14.730000,13.230000,13.660000,13.660000,24357900
2020-12-10,13.120000,14.410000,13.050000,14.120000,14.120000,7558900
2020-12-11,13.910000,14.000000,13.020000,13.310000,13.310000,7496900
2020-12-14,13.340000,13.430000,12.140000,12.720000,12.720000,10007100
2020-12-15,12.780000,14.020000,12.480000,13.850000,13.850000,8189800
2020-12-16,13.960000,14.310000,13.580000,13.850000,13.850000,5865100
2020-12-17,13.960000,14.980000,13.590000,14.830000,14.830000,8194900
2020-12-18,15.780000,16.299999,15.180000,15.630000,15.630000,16618800
2020-12-21,15.810000,16.350000,15.280000,15.530000,15.530000,9876100
2020-12-22,16.219999,20.040001,16.150000,19.459999,19.459999,30652700
2020-12-23,20.170000,22.350000,19.129999,20.570000,20.570000,25830300
2020-12-24,21.010000,21.480000,19.950001,20.150000,20.150000,6262200
2020-12-28,21.309999,21.969999,20.350000,20.990000,20.990000,8965900
2020-12-29,20.820000,21.070000,18.559999,19.379999,19.379999,9241400
2020-12-30,19.379999,20.000000,18.850000,19.260000,19.260000,5934400
2020-12-31,19.250000,19.799999,18.799999,18.840000,18.840000,6922700
2021-01-04,19.000000,19.100000,17.150000,17.250000,17.250000,10022500
2021-01-05,17.350000,18.080000,17.230000,17.370001,17.370001,4961500
2021-01-06,17.340000,18.980000,17.330000,18.360001,18.360001,6056200
2021-01-07,18.469999,19.450001,18.020000,18.080000,18.080000,6129300
2021-01-08,18.180000,18.299999,17.080000,17.690001,17.690001,6482000
2021-01-11,19.410000,20.650000,19.010000,19.940001,19.940001,14908000
2021-01-12,19.959999,20.400000,19.320000,19.950001,19.950001,7060700
2021-01-13,20.420000,38.650002,20.030001,31.400000,31.400000,144501700
2021-01-14,38.090000,43.060001,33.049999,39.910000,39.910000,93717400
2021-01-15,38.490002,40.750000,34.009998,35.500000,35.500000,46866400
2021-01-19,41.549999,45.520000,36.639999,39.360001,39.360001,74721900
2021-01-20,37.369999,41.189999,36.060001,39.119999,39.119999,33471800
2021-01-21,39.230000,44.750000,37.000000,43.029999,43.029999,56216900
2021-01-22,42.590000,76.760002,42.320000,65.010002,65.010002,197157900
2021-01-25,96.730003,159.179993,61.130001,76.790001,76.790001,177874000
2021-01-26,88.559998,150.000000,80.199997,147.979996,147.979996,178588000
2021-01-27,354.829987,380.000000,249.000000,347.510010,347.510010,93396700
2021-01-28,265.000000,483.000000,112.250000,193.600006,193.600006,58815800
2021-01-29,379.709991,413.980011,250.000000,325.000000,325.000000,50566100
2021-02-01,316.559998,322.000000,212.000000,225.000000,225.000000,37382200
2021-02-02,140.759995,158.000000,74.220001,90.000000,90.000000,78183100
2021-02-03,112.010002,113.400002,85.250000,92.410004,92.410004,42698500
2021-02-04,91.190002,91.500000,53.330002,53.500000,53.500000,62427300
2021-02-05,54.040001,95.000000,51.090000,63.770000,63.770000,81345000
2021-02-08,72.410004,72.660004,58.020000,60.000000,60.000000,25687300
2021-02-09,56.610001,57.000000,46.520000,50.310001,50.310001,26843100
2021-02-10,50.770000,62.830002,46.549999,51.200001,51.200001,36455000
2021-02-11,50.009998,55.320000,48.220001,51.099998,51.099998,13056700
2021-02-12,50.750000,55.240002,48.049999,52.400002,52.400002,14573300
2021-02-16,52.660000,53.500000,49.040001,49.509998,49.509998,8175000
2021-02-17,49.770000,51.189999,44.560001,45.939999,45.939999,9186800
2021-02-18,48.490002,48.869999,40.650002,40.689999,40.689999,23990600
2021-02-19,41.279999,43.889999,38.500000,40.590000,40.590000,14828200
2021-02-22,46.689999,48.509998,42.400002,46.000000,46.000000,19476000
2021-02-23,44.970001,46.230000,40.000000,44.970001,44.970001,7565200
2021-02-24,44.700001,91.709999,44.700001,91.709999,91.709999,83111700
2021-02-25,169.559998,184.679993,101.000000,108.730003,108.730003,150308800
2021-02-26,117.459999,142.899994,86.000000,101.739998,101.739998,92194200
2021-03-01,104.540001,133.990005,99.970001,120.400002,120.400002,49794000
2021-03-02,116.930000,133.199997,112.199997,118.180000,118.180000,33783000
2021-03-03,122.510002,127.750000,113.120003,124.180000,124.180000,19273900
2021-03-04,125.000000,147.869995,115.300003,132.350006,132.350006,32606900
2021-03-05,128.169998,151.529999,127.500000,137.740005,137.740005,30733700
2021-03-08,154.889999,210.869995,146.100006,194.500000,194.500000,63565600
2021-03-09,217.710007,249.850006,208.509995,246.899994,246.899994,39099300
2021-03-10,269.429993,348.500000,172.000000,265.000000,265.000000,71570600
2021-03-11,241.639999,281.500000,232.600006,260.000000,260.000000,28312500
2021-03-12,275.000000,295.500000,262.269989,264.500000,264.500000,25845900
2021-03-15,277.519989,283.000000,206.000000,220.139999,220.139999,24100400
2021-03-16,203.160004,220.699997,172.350006,208.169998,208.169998,35422900
2021-03-17,217.839996,231.470001,204.000000,209.809998,209.809998,16481600
2021-03-18,214.000000,218.880005,195.649994,201.750000,201.750000,11764900
2021-03-19,195.729996,227.000000,182.660004,200.270004,200.270004,24677300
2021-03-22,205.259995,210.360001,186.199997,194.490005,194.490005,10061500
2021-03-23,197.500000,201.750000,177.550003,181.750000,181.750000,14429100
2021-03-24,157.979996,166.970001,118.620003,120.339996,120.339996,24177900
2021-03-25,123.489998,187.500000,116.900002,183.750000,183.750000,50962300
2021-03-26,197.679993,218.929993,163.259995,181.000000,181.000000,37430700
2021-03-29,180.750000,193.919998,173.509995,181.300003,181.300003,10042200
2021-03-30,187.500000,204.300003,182.000000,194.460007,194.460007,17094900
2021-03-31,197.500000,199.460007,187.110001,189.820007,189.820007,8393800
2021-04-01,193.360001,196.970001,183.600006,191.449997,191.449997,9334300
2021-04-05,171.000000,195.000000,164.809998,186.949997,186.949997,14070500
2021-04-06,185.210007,192.000000,183.559998,184.500000,184.500000,6218300
2021-04-07,183.220001,184.500000,176.110001,177.970001,177.970001,4768300
2021-04-08,185.880005,185.880005,164.300003,170.259995,170.259995,10047400
2021-04-09,169.699997,171.580002,153.000000,158.360001,158.360001,9462400
2021-04-12,158.110001,163.899994,135.009995,141.089996,141.089996,16683600
2021-04-13,141.880005,145.380005,132.000000,140.990005,140.990005,6806900
2021-04-14,143.570007,174.089996,143.000000,166.529999,166.529999,21138100
2021-04-15,163.000000,166.250000,152.800003,156.440002,156.440002,7856800
2021-04-16,156.000000,160.199997,151.250000,154.690002,154.690002,5214700
2021-04-19,171.800003,175.199997,162.330002,164.369995,164.369995,10520200
2021-04-20,164.139999,164.889999,153.360001,158.529999,158.529999,4658600
2021-04-21,158.399994,162.979996,155.919998,158.509995,158.509995,3812800
2021-04-22,159.100006,159.100006,146.860001,151.169998,151.169998,4345800
2021-04-23,149.000000,153.660004,144.699997,151.179993,151.179993,4029100
2021-04-26,150.979996,174.679993,148.759995,168.929993,168.929993,10532100
2021-04-27,183.550003,188.000000,173.169998,177.770004,177.770004,8932700
2021-04-28,172.100006,181.979996,166.029999,178.580002,178.580002,5788900
2021-04-29,176.559998,180.860001,170.750000,176.190002,176.190002,3760300
2021-04-30,175.000000,183.800003,172.699997,173.589996,173.589996,4433600
2021-05-03,177.490005,177.490005,159.610001,162.199997,162.199997,5261000
2021-05-04,159.000000,161.490005,151.800003,160.729996,160.729996,4007500
2021-05-05,161.830002,165.500000,158.330002,159.479996,159.479996,2805400
2021-05-06,160.860001,164.720001,155.600006,161.009995,161.009995,2942800
2021-05-07,160.110001,167.410004,157.500000,161.110001,161.110001,2934600
2021-05-10,161.309998,161.589996,143.000000,143.220001,143.220001,4806700
2021-05-11,137.000000,150.500000,136.500000,146.919998,146.919998,4684600
2021-05-12,145.699997,150.500000,142.229996,144.789993,144.789993,2731500
2021-05-13,147.440002,169.949997,146.429993,164.500000,164.500000,8873500
2021-05-14,160.000000,166.470001,156.220001,159.919998,159.919998,4293500
2021-05-17,159.850006,182.500000,159.000000,180.600006,180.600006,7462100
2021-05-18,174.539993,189.199997,168.270004,180.669998,180.669998,7738700
2021-05-19,171.990005,178.979996,164.149994,168.830002,168.830002,4825900
2021-05-20,170.789993,174.910004,166.899994,170.490005,170.490005,2478200
2021-05-21,171.000000,179.240005,170.330002,176.789993,176.789993,3654700
2021-05-24,175.850006,188.460007,173.350006,180.009995,180.009995,4664300
2021-05-25,181.000000,217.110001,181.000000,209.429993,209.429993,14887500
2021-05-26,229.000000,248.479996,225.550003,242.559998,242.559998,21119900
2021-05-27,229.800003,264.000000,227.000000,254.130005,254.130005,15526300
2021-05-28,262.970001,268.799988,221.429993,222.000000,222.000000,11751400
2021-06-01,233.479996,254.979996,227.070007,249.020004,249.020004,9625600
2021-06-02,248.880005,294.000000,244.300003,282.239990,282.239990,16019200
2021-06-03,265.709991,274.429993,242.119995,258.179993,258.179993,8000000
2021-06-04,256.019989,265.000000,245.770004,248.360001,248.360001,3637500
2021-06-07,258.000000,282.000000,255.199997,280.010010,280.010010,6051500
2021-06-08,292.000000,344.660004,281.000000,300.000000,300.000000,17439100
2021-06-09,303.119995,328.000000,291.510010,302.559998,302.559998,13429300
2021-06-10,282.000000,288.000000,211.000000,220.389999,220.389999,22980200
2021-06-11,222.350006,241.130005,206.130005,233.339996,233.339996,15580800
2021-06-14,236.500000,238.009995,219.199997,229.440002,229.440002,7132600
2021-06-15,226.360001,229.250000,208.000000,222.500000,222.500000,7301900
2021-06-16,215.240005,228.729996,209.000000,222.970001,222.970001,5564800
2021-06-17,224.000000,233.660004,221.479996,223.589996,223.589996,4608600
2021-06-18,220.179993,223.490005,213.000000,213.820007,213.820007,4320300
2021-06-21,216.949997,218.399994,197.000000,200.369995,200.369995,5120200
2021-06-22,217.729996,225.880005,209.169998,220.399994,220.399994,8200200
2021-06-23,221.449997,222.570007,214.119995,219.339996,219.339996,3555100
2021-06-24,221.160004,227.449997,211.600006,212.309998,212.309998,3863300
2021-06-25,214.000000,214.199997,198.500000,209.509995,209.509995,12692700
2021-06-28,211.250000,224.449997,210.199997,213.250000,213.250000,4879400
2021-06-29,213.589996,215.220001,208.009995,210.880005,210.880005,2480000
2021-06-30,209.690002,215.279999,206.940002,214.139999,214.139999,2539600
2021-07-01,213.399994,216.830002,202.000000,204.360001,204.360001,2742100
2021-07-02,204.800003,205.449997,196.500000,202.830002,202.830002,2599100
2021-07-06,204.000000,204.770004,193.710007,199.559998,199.559998,2768100
2021-07-07,196.000000,197.500000,177.559998,190.660004,190.660004,4239500
2021-07-08,179.830002,194.220001,179.500000,191.380005,191.380005,2857500
2021-07-09,190.880005,194.779999,186.750000,191.229996,191.229996,1582900
2021-07-12,191.419998,197.750000,187.419998,189.250000,189.250000,1636300
2021-07-13,187.679993,188.789993,179.000000,180.059998,180.059998,2397900
2021-07-14,180.490005,182.380005,165.070007,167.619995,167.619995,3913800
2021-07-15,160.000000,171.990005,158.009995,166.820007,166.820007,4298600
